account_id,merchant_id,direction,amount_cents,txn_date
15984,3147,D,63318,2025-03-21
19364,,C,0,2025-03-21
3707,,C,13123,2025-03-20
8504,3275,D,68519,2025-03-18
12266,3217,D,30345,2025-03-22
3000,3348,D,41577,2025-03-23
13274,3342,D,67697,2025-03-19
12175,,C,177115,2025-03-19
3467,3474,D,40660,2025-03-19
3030,3339,D,65661,2025-03-19
13410,3108,D,48344,2025-03-19
3819,,C,12472,2025-03-17
21049,3321,D,5556,2025-03-21
20070,3194,D,26610,2025-03-17
19961,3149,D,63584,2025-03-22
9275,,C,622,2025-03-17
18836,3357,D,16622,2025-03-21
17681,3026,D,2388,2025-03-19
5637,3084,D,16640,2025-03-18
14380,,C,0,2025-03-21
21071,3213,D,6352,2025-03-21
10021,3016,D,74567,2025-03-17
3262,3343,D,9667,2025-03-17
5398,3062,D,2221,2025-03-17
16025,3021,D,67580,2025-03-22
2203,3193,D,65147,2025-03-22
10555,3421,D,67443,2025-03-22
8793,3284,D,6258,2025-03-18
2593,3253,D,43223,2025-03-19
21734,,C,276615,2025-03-19
13986,,C,372197,2025-03-20
15117,3099,D,51441,2025-03-17
3486,3397,D,7163,2025-03-20
9829,,C,24952,2025-03-17
11933,,C,19451,2025-03-20
6834,3278,D,2531,2025-03-21
6778,3099,D,58713,2025-03-23
13262,3341,D,-4450,2025-03-22
6097,3461,D,33421,2025-03-18
5852,3424,D,12791,2025-03-23
3001,,C,3747,2025-03-21
2876,3160,D,57444,2025-03-19
10971,3291,D,18100,2025-03-21
9956,3060,D,8135,2025-03-17
13282,3238,D,23045,2025-03-18
6512,3303,D,2389,2025-03-23
12886,3374,D,53332,2025-03-22
15030,3453,D,-8571,2025-03-20
10602,3068,D,65650,2025-03-17
11541,3051,D,30706,2025-03-19
7496,3092,D,5328,2025-03-20
21764,,C,6155,2025-03-23
13695,3079,D,31777,2025-03-20
19609,,C,0,2025-03-22
12172,,C,7833,2025-03-23
21453,,C,0,2025-03-20
18960,3377,D,23131,2025-03-18
3791,3341,D,54856,2025-03-23
4310,,C,0,2025-03-20
5740,3419,D,66136,2025-03-20
2274,3484,D,49001,2025-03-17
5324,3083,D,68054,2025-03-20
6456,,C,240362,2025-03-22
18045,,C,11352,2025-03-20
3165,3046,D,3437,2025-03-23
14923,3216,D,6502,2025-03-18
11746,3070,D,57060,2025-03-17
20067,3071,D,11632,2025-03-21
9032,3288,D,27113,2025-03-22
4518,3462,D,29677,2025-03-17
2664,3181,D,37424,2025-03-20
2180,3092,D,-5698,2025-03-20
8253,3400,D,68789,2025-03-21
20817,3219,D,55595,2025-03-21
10894,3357,D,15506,2025-03-17
18079,,C,17709,2025-03-20
20010,3162,D,34880,2025-03-22
20390,3060,D,770,2025-03-20
19295,3104,D,843,2025-03-20
20269,3499,D,19748,2025-03-21
6840,3140,D,520,2025-03-19
13954,3268,D,60637,2025-03-19
13559,3277,D,38351,2025-03-22
14179,,C,3692,2025-03-20
8787,,C,646,2025-03-19
11426,3482,D,53835,2025-03-17
12620,3331,D,32990,2025-03-23
13598,3210,D,38865,2025-03-19
16547,3287,D,66771,2025-03-18
19961,3439,D,23530,2025-03-22
16658,,C,16046,2025-03-22
2850,3100,D,30679,2025-03-22
12372,,C,4446,2025-03-18
15316,3127,D,41649,2025-03-17
14297,,C,3710,2025-03-22
18362,3023,D,61702,2025-03-17
10345,,C,425004,2025-03-18
2302,3178,D,66083,2025-03-17
10780,3220,D,73802,2025-03-19
7713,,C,328141,2025-03-19
21861,3419,D,21302,2025-03-23
16529,3253,D,61817,2025-03-20
16988,3230,D,46641,2025-03-20
19690,3201,D,38653,2025-03-19
21257,3204,D,17141,2025-03-20
14082,3352,D,16414,2025-03-19
19305,3354,D,63425,2025-03-22
21458,3380,D,47848,2025-03-23
10556,3448,D,28882,2025-03-23
6515,3305,D,69512,2025-03-19
14050,,C,797,2025-03-17
3643,3376,D,43673,2025-03-17
14295,3389,D,58060,2025-03-18
2890,3294,D,30045,2025-03-18
3213,3138,D,54456,2025-03-20
18563,3474,D,36079,2025-03-17
8289,3256,D,62221,2025-03-21
6119,,C,225720,2025-03-17
15382,3359,D,11979,2025-03-22
5764,3090,D,29427,2025-03-20
10174,3424,D,21863,2025-03-19
6330,3124,D,43135,2025-03-21
10375,,C,4318,2025-03-19
12897,3002,D,29639,2025-03-23
9648,3359,D,17623,2025-03-21
13346,3261,D,35706,2025-03-20
9746,3156,D,-7369,2025-03-23
5424,,C,4834,2025-03-22
15922,,C,301021,2025-03-20
2698,3309,D,66520,2025-03-21
20741,,C,222942,2025-03-21
12101,,C,4190,2025-03-22
14857,3197,D,54261,2025-03-17
11941,,C,12331,2025-03-17
2821,3139,D,20946,2025-03-20
21414,3307,D,985,2025-03-17
13319,3086,D,15074,2025-03-22
18998,3448,D,17592,2025-03-23
8227,3447,D,36974,2025-03-23
4894,3104,D,31615,2025-03-17
3510,3259,D,39446,2025-03-23
7711,3360,D,53978,2025-03-17
12512,,C,0,2025-03-20
20437,3038,D,38504,2025-03-18
9718,3337,D,-1096,2025-03-18
9017,3377,D,1833,2025-03-23
13172,3184,D,45583,2025-03-20
4638,3434,D,10161,2025-03-22
14057,3476,D,4865,2025-03-20
20746,,C,812,2025-03-18
9206,3409,D,31657,2025-03-21
17396,3360,D,8715,2025-03-19
13825,3362,D,48226,2025-03-23
11137,3112,D,50086,2025-03-18
19190,3446,D,71189,2025-03-21
16015,,C,4727,2025-03-17
20239,3057,D,23431,2025-03-23
21752,3102,D,49431,2025-03-21
3992,3146,D,6980,2025-03-20
6728,3135,D,33800,2025-03-21
20814,3384,D,48732,2025-03-21
9120,3111,D,47881,2025-03-20
20595,3063,D,16753,2025-03-21
8590,,C,352,2025-03-23
3882,,C,289053,2025-03-17
18109,3313,D,43824,2025-03-23
10108,3360,D,28048,2025-03-19
4722,,C,434598,2025-03-18
3991,3150,D,30415,2025-03-17
4634,3391,D,66905,2025-03-17
21138,3435,D,13001,2025-03-20
18053,3345,D,38472,2025-03-18
5117,3403,D,56733,2025-03-21
7956,3385,D,31894,2025-03-18
8252,3044,D,7916,2025-03-21
12954,,C,2985,2025-03-18
20650,3182,D,26515,2025-03-17
11721,3334,D,30042,2025-03-18
16025,,C,0,2025-03-20
2292,3475,D,67574,2025-03-18
2571,,C,17862,2025-03-17
2422,3455,D,1036,2025-03-20
19763,3109,D,4177,2025-03-19
9035,3140,D,5827,2025-03-21
11066,3266,D,40852,2025-03-21
7780,3416,D,2837,2025-03-20
13112,3213,D,9828,2025-03-20
21456,3498,D,74829,2025-03-21
15755,3304,D,67250,2025-03-23
11288,3095,D,70049,2025-03-17
9625,,C,464290,2025-03-19
11218,3234,D,18130,2025-03-22
7257,3336,D,35238,2025-03-19
8855,3044,D,50157,2025-03-19
2967,,C,4961,2025-03-21
11710,3217,D,32721,2025-03-18
3066,3320,D,2793,2025-03-18
21378,3121,D,54848,2025-03-18
8779,3274,D,71194,2025-03-17
19072,,C,0,2025-03-19
6627,3029,D,61627,2025-03-18
12469,3105,D,28394,2025-03-20
18983,3216,D,60834,2025-03-21
10973,3421,D,55835,2025-03-23
4872,3338,D,10988,2025-03-22
3093,3094,D,49704,2025-03-22
8453,3499,D,33350,2025-03-23
8630,3162,D,50225,2025-03-22
12161,3044,D,72082,2025-03-22
9692,3269,D,64447,2025-03-18
6822,3096,D,66382,2025-03-17
21010,3162,D,25955,2025-03-17
5135,3079,D,632,2025-03-23
4396,3348,D,7954,2025-03-17
20027,3352,B,29746,2025-03-17
13758,3046,D,28675,2025-03-22
13719,3070,D,19621,2025-03-21
15148,3221,D,550,2025-03-23
6204,3281,D,68804,2025-03-19
19924,3368,D,-5547,2025-03-17
16415,3314,D,16548,2025-03-19
16630,,C,3943,2025-03-23
3758,3187,D,11540,2025-03-20
14530,,C,4952,2025-03-21
12882,3218,D,16042,2025-03-18
13481,3284,D,52503,2025-03-23
15079,3457,D,63858,2025-03-19
17034,3333,D,333,2025-03-22
16394,3189,D,35854,2025-03-22
19229,3019,D,50132,2025-03-20
5991,3256,D,56722,2025-03-23
9147,,C,131146,2025-03-23
19518,3357,D,72971,2025-03-23
12261,3054,D,28127,2025-03-17
5176,3487,D,27352,2025-03-18
4708,3239,D,811,2025-03-21
18374,3402,D,64215,2025-03-21
2559,3090,D,51565,2025-03-20
13752,3034,D,38516,2025-03-22
6465,3440,D,51564,2025-03-22
12124,,C,341848,2025-03-23
3564,3176,D,41742,2025-03-21
4623,,C,21226,2025-03-18
6565,3444,D,16040,2025-03-19
16786,,C,5856,2025-03-19
16731,3152,D,15681,2025-03-17
20929,3422,D,24271,2025-03-17
9169,3032,D,63596,2025-03-23
9251,3005,D,63869,2025-03-19
9864,3203,D,45242,2025-03-19
3186,3178,D,19412,2025-03-22
21521,3370,D,43308,2025-03-18
9221,3020,D,68805,2025-03-21
10030,3237,D,61826,2025-03-18
13880,3497,D,3052,2025-03-18
4856,,C,387474,2025-03-20
19522,,C,170068,2025-03-21
11549,,C,83363,2025-03-23
4617,,C,10757,2025-03-19
4591,,C,17889,2025-03-23
17486,3349,D,33877,2025-03-19
10446,3153,D,6097,2025-03-23
6151,3248,D,31292,2025-03-18
20575,,C,107501,2025-03-20
18992,3281,D,9120,2025-03-17
14310,3363,B,32852,2025-03-21
5459,3211,D,35940,2025-03-20
10118,3016,D,25250,2025-03-18
8965,3017,D,72593,2025-03-21
20220,,C,9830,2025-03-20
12875,3477,D,20581,2025-03-18
20195,,C,0,2025-03-20
12779,,C,0,2025-03-22
15502,3449,Z,37984,2025-03-23
5864,,C,2958,2025-03-21
13727,3135,D,11668,2025-03-23
13935,3196,D,61809,2025-03-21
21657,3344,D,27339,2025-03-19
9163,3358,D,8741,2025-03-23
14803,3062,D,51270,2025-03-21
11728,3058,D,34477,2025-03-22
12172,3323,D,-102,2025-03-17
8175,,C,283852,2025-03-18
11822,3186,D,14488,2025-03-17
19453,,C,475576,2025-03-20
7965,3292,D,60737,2025-03-22
14182,3355,D,16021,2025-03-21
8580,3453,D,59583,2025-03-19
8769,3261,D,19428,2025-03-18
2242,,C,216050,2025-03-21
15145,3201,D,67238,2025-03-22
7410,3425,D,66546,2025-03-19
3006,,C,2788,2025-03-23
19769,3125,D,21105,2025-03-17
17888,3221,D,37915,2025-03-23
2830,3009,D,5090,2025-03-20
17492,3058,D,49265,2025-03-19
2130,3249,D,44709,2025-03-19
11070,3041,D,29574,2025-03-19
3099,3131,D,30872,2025-03-20
12482,3475,D,785,2025-03-22
9402,3041,D,53424,2025-03-23
4648,,C,23548,2025-03-21
2778,3022,D,10821,2025-03-21
18848,,C,22116,2025-03-17
18128,3001,D,8326,2025-03-19
21363,3422,D,36768,2025-03-22
13581,3499,D,67355,2025-03-18
13674,,C,19342,2025-03-21
20937,3064,D,45611,2025-03-22
2138,3083,D,74492,2025-03-18
7323,3184,D,47622,2025-03-21
5191,3167,D,16149,2025-03-18
17377,3466,D,27948,2025-03-18
10994,3250,D,74518,2025-03-20
9678,3183,D,5985,2025-03-20
4846,3058,D,9682,2025-03-22
2313,3208,D,28879,2025-03-22
20520,3189,D,68238,2025-03-23
16105,,C,499810,2025-03-23
18628,3209,D,43538,2025-03-17
18148,3021,D,27106,2025-03-21
15570,3171,D,12080,2025-03-23
7467,3134,D,19242,2025-03-23
16831,3363,D,4957,2025-03-18
18812,3079,D,46858,2025-03-17
9063,,C,11515,2025-03-18
21419,,C,0,2025-03-21
15921,,C,3227,2025-03-22
15369,3082,D,42978,2025-03-17
14409,3289,D,10879,2025-03-19
2627,3227,D,48147,2025-03-18
10960,3206,D,27273,2025-03-17
12856,3092,D,23794,2025-03-22
17368,3214,D,19310,2025-03-17
12427,,C,288089,2025-03-22
14279,3040,D,42967,2025-03-20
18984,3173,D,34091,2025-03-17
13023,3268,D,42526,2025-03-19
7087,3363,D,62429,2025-03-20
14122,3309,D,52921,2025-03-21
3863,3159,D,49359,2025-03-23
18246,3458,D,60337,2025-03-23
7859,3227,D,42382,2025-03-21
8710,3269,D,39310,2025-03-17
6468,,C,464230,2025-03-17
10109,3072,D,48211,2025-03-19
14495,3130,D,59360,2025-03-20
16577,3101,D,23763,2025-03-23
19037,3318,D,22774,2025-03-22
8315,3380,D,73680,2025-03-19
15888,3133,D,2558,2025-03-17
20427,3139,D,8408,2025-03-17
16649,3051,D,54962,2025-03-20
16992,3213,D,59639,2025-03-19
14178,3157,D,-6023,2025-03-22
18700,,C,2179,2025-03-23
19475,3428,D,62715,2025-03-18
5660,3201,D,38416,2025-03-22
18493,,C,10887,2025-03-23
4803,3420,D,65829,2025-03-21
19320,3476,D,13786,2025-03-18
14802,3226,D,74500,2025-03-19
13990,3049,D,70947,2025-03-20
16891,,C,236184,2025-03-23
12863,3004,D,63551,2025-03-17
3629,3305,B,34736,2025-03-23
14710,3478,D,57536,2025-03-18
12172,3021,D,56375,2025-03-18
16053,3046,D,8432,2025-03-23
10611,3374,D,17431,2025-03-18
16849,3319,D,61126,2025-03-23
9360,3112,D,55557,2025-03-18
5671,3018,D,47143,2025-03-23
12203,3105,D,48502,2025-03-18
8768,3049,D,28800,2025-03-21
7621,3182,D,9524,2025-03-22
5583,3316,D,73584,2025-03-18
6895,3196,D,33503,2025-03-19
4228,3368,D,-5497,2025-03-22
3969,3310,D,24685,2025-03-17
21126,3198,D,957,2025-03-17
19939,3408,D,27445,2025-03-21
20780,3188,D,28720,2025-03-18
15420,3072,D,73232,2025-03-22
10551,3227,D,40027,2025-03-21
14944,3066,D,35665,2025-03-18
7277,3466,D,24333,2025-03-21
21200,3146,D,40562,2025-03-21
8469,3237,D,12554,2025-03-19
13717,,C,5241,2025-03-18
17099,3471,D,52358,2025-03-23
17904,3491,D,35952,2025-03-19
19710,3273,D,33875,2025-03-22
10286,3063,D,51337,2025-03-17
3803,3158,D,28158,2025-03-17
16574,3397,D,8510,2025-03-20
12766,,C,274849,2025-03-19
16204,3370,D,44772,2025-03-20
2641,3355,D,70377,2025-03-21
21238,3124,D,46919,2025-03-20
17417,3394,B,47195,2025-03-23
5599,3062,D,41628,2025-03-20
10903,3006,D,21247,2025-03-20
20840,3313,D,23364,2025-03-18
20597,3071,D,26918,2025-03-23
9809,3288,D,14144,2025-03-23
2584,3299,D,44629,2025-03-18
3445,,C,3852,2025-03-22
3644,3039,D,26815,2025-03-21
6474,3415,D,17011,2025-03-22
10771,3309,D,37892,2025-03-22
4111,,C,12638,2025-03-20
5644,3383,D,34590,2025-03-21
6404,3033,D,28964,2025-03-22
2186,3163,D,43991,2025-03-22
14377,3312,D,23499,2025-03-20
7673,,C,3080,2025-03-21
5730,3180,D,32555,2025-03-22
6689,3371,D,71158,2025-03-18
20246,,C,11831,2025-03-18
6594,3121,D,46409,2025-03-19
17461,,C,4830,2025-03-22
18149,3456,D,61055,2025-03-18
19172,3451,D,46264,2025-03-23
21079,3218,D,69769,2025-03-18
20916,3268,D,48135,2025-03-22
19941,3087,D,47589,2025-03-20
14260,3413,D,50844,2025-03-18
19608,3259,D,12305,2025-03-22
3987,,C,22294,2025-03-20
14578,,C,2425,2025-03-23
18196,3355,D,9190,2025-03-20
3565,,C,12776,2025-03-18
5953,3480,D,49330,2025-03-17
16161,,C,0,2025-03-22
3390,3412,D,27360,2025-03-18
4247,3135,D,-3637,2025-03-21
12576,3499,D,46908,2025-03-21
5608,3254,D,39247,2025-03-20
18685,3289,D,61286,2025-03-22
20735,3317,D,20291,2025-03-23
19390,3480,D,63809,2025-03-23
16094,3346,D,25550,2025-03-20
18129,,C,6299,2025-03-20
8150,,C,217120,2025-03-23
16386,3137,D,42467,2025-03-19
2001,,C,4104,2025-03-20
14107,3350,D,41239,2025-03-22
10632,3216,D,27465,2025-03-18
14460,3056,D,40328,2025-03-17
2813,3298,D,4985,2025-03-21
11543,3010,D,53255,2025-03-18
10352,,C,854,2025-03-23
2376,3296,D,21635,2025-03-17
10384,,C,24269,2025-03-17
12055,3277,D,36525,2025-03-21
6924,3461,D,43875,2025-03-23
14740,3253,D,30101,2025-03-23
5595,,C,367,2025-03-19
6179,3301,D,34191,2025-03-21
12382,3191,D,5714,2025-03-18
13494,,C,18196,2025-03-21
10119,3037,D,34613,2025-03-17
21657,3133,D,54069,2025-03-17
13081,3126,D,50656,2025-03-19
20116,3342,D,58087,2025-03-23
6522,3186,D,52969,2025-03-19
6106,3074,D,18405,2025-03-17
15593,,C,10708,2025-03-20
6923,,C,4576,2025-03-20
17078,,C,212244,2025-03-22
4932,3202,D,61161,2025-03-21
21491,3185,D,69810,2025-03-20
15149,,C,10656,2025-03-17
5639,3100,D,302,2025-03-18
18539,3448,D,69051,2025-03-22
20354,3161,D,19011,2025-03-20
20607,,C,0,2025-03-21
13209,3382,D,22113,2025-03-19
18405,3399,D,49800,2025-03-21
15525,3062,D,36686,2025-03-17
15023,3261,D,-4066,2025-03-20
17012,3044,D,29026,2025-03-21
15081,3109,D,22293,2025-03-17
18130,3128,X,953,2025-03-18
13040,,C,2744,2025-03-21
14883,3401,D,68208,2025-03-23
13583,3139,D,28196,2025-03-19
18774,3330,X,44263,2025-03-23
4147,3175,D,58199,2025-03-20
10598,3463,D,63973,2025-03-23
14901,3064,D,57713,2025-03-20
19541,3308,D,-6526,2025-03-22
7197,3164,D,16000,2025-03-19
10633,3375,B,8031,2025-03-18
10039,3331,D,59344,2025-03-22
21079,,C,4995,2025-03-21
16471,3382,D,21164,2025-03-20
10872,3207,D,69151,2025-03-19
9707,3100,D,41704,2025-03-18
19030,3417,D,60599,2025-03-21
6463,3235,D,15175,2025-03-19
9406,3315,D,1901,2025-03-22
9946,,C,4259,2025-03-23
2219,3327,D,11612,2025-03-22
4013,3385,D,8557,2025-03-23
15021,3464,D,18741,2025-03-18
13853,,C,2185,2025-03-20
11775,3451,D,34292,2025-03-22
9084,3367,D,11495,2025-03-22
13360,3390,D,66965,2025-03-23
9346,,C,186955,2025-03-17
11438,3457,D,8305,2025-03-19
3788,3359,D,56677,2025-03-23
10086,3208,D,34271,2025-03-20
10236,,C,439481,2025-03-23
6213,3457,D,40819,2025-03-23
6965,3322,D,14356,2025-03-21
5056,,C,7246,2025-03-22
3616,3002,D,48227,2025-03-17
12278,3331,D,2710,2025-03-20
20774,3260,D,31758,2025-03-22
6409,3410,D,3884,2025-03-21
11654,3421,D,62454,2025-03-20
21663,3309,D,66503,2025-03-22
15137,3253,D,51950,2025-03-22
17383,3011,D,33616,2025-03-22
18124,3064,D,73319,2025-03-21
4043,3425,D,52847,2025-03-20
6493,3131,D,23284,2025-03-20
6077,,C,2391,2025-03-23
2602,3256,D,66745,2025-03-22
15508,3262,D,47824,2025-03-20
12486,3310,X,32317,2025-03-18
15485,,C,4370,2025-03-23
13141,3412,D,58782,2025-03-22
4122,3392,D,49760,2025-03-18
18119,3274,D,45504,2025-03-23
4519,3174,D,36250,2025-03-20
20675,3217,D,53687,2025-03-18
5426,3029,D,16097,2025-03-22
13302,3204,D,73721,2025-03-22
10766,3315,D,60792,2025-03-17
3633,3078,D,11535,2025-03-17
16396,,C,372874,2025-03-17
2134,3032,D,37901,2025-03-18
5305,3400,D,36390,2025-03-22
15386,3344,D,40384,2025-03-22
9877,3347,D,1518,2025-03-21
3316,,C,211239,2025-03-18
14416,3103,D,65271,2025-03-17
9620,,C,6296,2025-03-20
8832,3460,D,39375,2025-03-20
12270,3238,D,53346,2025-03-22
4164,3001,D,46006,2025-03-18
11679,3222,D,61415,2025-03-18
13385,3468,D,67446,2025-03-20
13950,,C,1500,2025-03-18
16529,3155,D,47366,2025-03-18
6599,3039,D,40625,2025-03-17
17070,3046,D,15376,2025-03-20
11633,3446,D,5452,2025-03-23
5244,3386,D,67463,2025-03-19
15814,3277,D,16516,2025-03-18
9873,3219,D,20322,2025-03-17
12617,3180,D,72653,2025-03-21
2419,3394,D,5803,2025-03-20
12204,,C,315104,2025-03-17
17065,,C,22971,2025-03-17
3312,3019,D,-7746,2025-03-19
15456,,C,3252,2025-03-19
3342,,C,0,2025-03-18
10324,3381,D,20512,2025-03-22
6840,3186,D,35667,2025-03-21
20304,3376,D,4533,2025-03-19
